COD_PRODUTO;PRODUTO;FORNECEDOR;COD_CLASS1;COD_CLASS2;COD_CLASSIFICACAO;CLASS1;CLASS2;CLASSIFICACAO;COD_GRUPO;Desc Grupo;
012683;MESA DE CANTO MERIDA MF;;05;0502;050203;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR MESA DE CENTRO;1000;MOVEIS;
012684;MESA DE CANTO MERIDA TB BR;;05;0502;050203;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR MESA DE CENTRO;1000;MOVEIS;
012685;MESA DE CANTO MERIDA TB MAP;;05;0502;050203;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR MESA DE CENTRO;1000;MOVEIS;
012686;RACK LEVE E MONTE MG;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012687;RACK LEVE E MONTE MF;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012688;RACK LEVE E MONTE TB BR;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012689;RACK LEVE E MONTE TB MAP;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012690;RACK TIETE MG;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012691;RACK TIETE MF;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012692;RACK TIETE TB BR;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012693;RACK TIETE TB MAP;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012694;TOUCADOR SUPER ESCOCIA LUXO MG;;05;0501;050105;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO TOUCADOR;1000;MOVEIS;
012695;TOUCADOR SUPER ESCOCIA LUXO MF;;05;0501;050105;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO TOUCADOR;1000;MOVEIS;
012696;TOUCADOR SUPER ESCOCIA LUXO TB BR;;05;0501;050105;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO TOUCADOR;1000;MOVEIS;
012697;TOUCADOR SUPER ESCOCIA LUXO TB MAP;;05;0501;050105;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO TOUCADOR;1000;MOVEIS;
012698;BICICLETA BARRA CIRCULAR CC FI VERMELHA;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1012;ESPORTE E FITNESS;
012699;BICICLETA BARRA CIRCULAR CC FI VERDE;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1012;ESPORTE E FITNESS;
012700;BICICLETA BARRA CIRCULAR CC FI AZUL;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1012;ESPORTE E FITNESS;
012701;BICICLETA BARRA CIRCULAR CC FI PRETA;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
012702;NOBREAK MAXXIPOWER 1200VA BIV 115V PT;;01;0103;010306;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA IMPRESSORA;1008;INFORMATICA;
012703;COZINHA ANITA BRA;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012704;ARM ACO ANITA COZINHA SMART BG;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012705;COZINHA ANITA VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012706;COZINHA ANITA PTO;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012707;ARM ACO ANITA KIT I 3C SMART BR;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
012708;ARM ACO ANITA KIT I 3C SMART BG;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
012709;ARM ACO ANITA BAL SMART IG3G4D 105TL BRA;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
012710;ARM ACO ANITA BAL SMART IG3G4 C BG;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
012711;ARM ACO ANITA BAL SMART IG3G4D 105PL VD;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
012712;ARM ACO ANITA BAL SMART IG3G4D 105TL PT0;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
012713;COZINHA MXII CRIATIVA 3V BRA;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012714;COZINHA MXII CRIATIVA 3V BM;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012715;COZINHA MXII CRIATIVA 3V VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012716;COZINHA MXII CRIATIVA 3V PTO;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012717;LG GS290 COOKIE PLUS DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
012718;ARM ACO CRIATIVA KIT I 3 GD4 105TL MX BRA;;05;0503;050307;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA KIT;1000;MOVEIS;
012719;ARM ACO CRIATIVA KIT I 3 C MAX BG;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
012720;ARM ACO CRIATIVA IG3G4 GD 105TL BR;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
012721;ARM ACO CRIATIVA IG3G4 C BG;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012722;ARM ACO CRIATIVA IG3G4 GD 105TL VD;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
012723;ARM ACO CRIATIVA IG3G4 GD 105TL PT;;05;0503;050302;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA BALCAO;1000;MOVEIS;
012724;ARM ACO ITANOVA SMART I 31V D 4 GAV.BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012725;ARM ACO ITANOVA SMART I 31V D 4 GAV.VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012726;ARM ACO ITANOVA SMART I 31V D 4 GAV.PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012727;ARM ACO ITANOVA SMART I 3V D 4 GAV.BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012728;ARM ACO ITANOVA SMART I 3V D 4 GAV.VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012729;ARM ACO ITANOVA SMART I 3V D 4 GAV.PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012730;ARM ACO ITANOVA SMART IG3G4 D BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012731;ARM ACO ITANOVA SMART IG3G4 D VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012732;ARM ACO ITANOVA SMART IG3G4 D PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012733;ARM ACO ITANOVA SMART IP 31V D BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012734;ARM ACO ITANOVA SMART IP 31V D VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012735;ARM ACO ITANOVA SMART IP 31V D PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012736;ARM ACO ITANOVA SMART IPLDV D BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012737;ARM ACO ITANOVA SMART IPLDV D VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012738;ARM ACO ITANOVA SMART IPLDV D PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012739;ARM ACO ITANOVA SMART IPLSV BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012740;ARM ACO ITANOVA SMART IPLSV VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012741;ARM ACO ITANOVA SMART IPLSV PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012742;ARM ACO ITANOVA SMART IPV1 D BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012743;ARM ACO ITANOVA SMART IPV1 D VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012744;ARM ACO ITANOVA SMART IPV1 D PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012745;ARM ACO ITANOVA SMART IPV2 D BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012746;ARM ACO ITANOVA SMART IPV2 D VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012747;ARM ACO ITANOVA SMART IPV2 D PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012748;ARM ACO ITANOVA SMART IPV3 D BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012749;ARM ACO ITANOVA SMART IPV3 D VD;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012750;ARM ACO ITANOVA SMART IPV3 D PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012751;ARM ACO CRIATIVA KIT I 3V GD4 105TL MX BRA;;05;0503;050307;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA KIT;1000;MOVEIS;
012752;ARM ACO CRIATIVA KIT I 3V GD4 105TL MX VD;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
012753;ARM ACO CRIATIVA KIT I 3V GD4 105TL MX PTO;;05;0503;050307;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA KIT;1000;MOVEIS;
012754;ARM THALITA PANELEIRO IPLDA 70 BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012755;ARM THALITA PANELEIRO IPLDA 70 PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012756;ARM THALITA GELADEIRA IPH1G 70 BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012757;ARM THALITA GELADEIRA IPH1G 70 PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012758;ARM THALITA BALCAO IGHT 120 BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012759;ARM THALITA BALCAO IGHT 120 PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012760;ARM THALITA PANELEIRO SIMPLES IPLA 35 BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012761;ARM THALITA PANELEIRO SIMPLES IPLA 35 PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012762;ARM DAKAR COZINHA BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012763;ARM DAKAR COZINHA BR PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012764;ARM DAKAR COZINHA SAA;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012765;ARM DAKAR BALCAO IG3G2 BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012766;ARM DAKAR BALCAO IG3G2 BR PT;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012767;ARM DAKAR BALCAO IG3G2 SAA;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012768;ARM ACO CRIATIVA KIT I 3V G4GD 105TL MX BG;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
012769;ARM ACO IPLDV D PREMIUM PTO;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012770;ARM ACO IPG2 80 D PREMIUM BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012771;ARM ACO IPV3 D PREMIUM BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012772;ARM ACO IA D PREMIUM BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012773;ARM ACO IPV2 D PREMIUM BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012774;ARM ACO IPH1 D PREMIUM BR;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012775;ARM ACO IPH1 D PREMIUM PTO;;05;0503;050301;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA COZINHA COMPACTA;1000;MOVEIS;
012776;SAMSUNG I6230 STAR LIT TV TIM;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
012777;ONDA OTV 1000 TIM;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
012778;LG GX500 2CHIPS DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
012779;MESA COMPUTADOR LUXO HAVANA TB MP;;05;0505;050504;MOVEIS;MOVEIS ESCRITORIO;MOVEIS ESCRITORIO MESAS DE COMPUTADOR;1000;MOVEIS;
012800;ESTANTE SEALE TB MP;;05;0502;050206;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR ESTANTE;1000;MOVEIS;
012801;MESA P  COMPUTADOR ECONOMICA BR VD;;05;0505;050504;MOVEIS;MOVEIS ESCRITORIO;MOVEIS ESCRITORIO MESAS DE COMPUTADOR;1000;MOVEIS;
012802;CRIADO MUDO ELEGANCE IMB PT;;05;0501;050106;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CRIADO MUDO;1000;MOVEIS;
012803;RACK MIRELA TB MP;;05;0502;050205;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR RACK;1000;MOVEIS;
012804;SOFA CAMA ITALIA;;05;0502;050201;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR SOFA;1000;MOVEIS;
012805;ARMARIO MULTIUSO PRATIC TB MP;;05;0503;050303;MOVEIS;MOVEIS COZINHA;MOVEIS COZINHA ARMARIO;1000;MOVEIS;
012806;COMODA MILAO SAP.C ESP.TB MP;;05;0501;050102;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO COMODA;1000;MOVEIS;
012807;COMODA FASCINACAO C ESP MP TB;;05;0501;050102;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO COMODA;1000;MOVEIS;
012808;GUARDA ROUPA 6 PTS 3 GAV.2022008 TB 4PTS.BR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;
012809;CAMA SOLTEIRO ALEGRA TB;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012810;REFRIGERADOR RE120;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
012811;REFRIGERADOR RE28;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
012812;REFRIGERADOR RDE30;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
012813;REFRIGERADOR DC37;;03;0301;030104;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO REFRIGERADOR;1001;ELETRODOMESTICOS;
012814;REFRIGERADOR DC46;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
012815;REFRIGERADOR DF34A;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
012816;REFRIGERADOR DF46;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
012817;REFRIGERADOR DF50;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
012818;FREEZER HORIZ.H300 220V;;03;0301;030103;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO FREEZER;1001;ELETRODOMESTICOS;
012819;FREEZER HORIZ.H400 220V;;03;0301;030103;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO FREEZER;1001;ELETRODOMESTICOS;
012820;FREEZER HORIZ.H500 220V;;03;0301;030103;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO FREEZER;1001;ELETRODOMESTICOS;
012821;LAVADORA LTC07 220V 60HZ;;03;0301;030106;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO LAVADORA;1001;ELETRODOMESTICOS;
012822;UNID.INT.CA SPL MIST CFI 60;;03;0302;030201;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO AR CONDICIONADO;1001;ELETRODOMESTICOS;
012823;UNID.EXT.CA SPL MIST CFE 60;;03;0302;030201;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO AR CONDICIONADO;1001;ELETRODOMESTICOS;
012824;LIQ.RI 2009  80 BR 220V WALITA;;03;0303;030306;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS LIQUIDIFICADOR;1006;ELETROPORTATEIS;
012825;CAMERA C182 R.12MP LCD 3 POL.ZOOM 3X VERMELHA;;01;0106;010601;TECNOLOGIA;TECNOLOGIA CÂMERA E FILMADORA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA;1006;ELETROPORTATEIS;
012826;CAMERA C182 R.12MP LCD 3 POL.ZOOM 3X PRATA;;01;0106;010601;TECNOLOGIA;TECNOLOGIA CÂMERA E FILMADORA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA;1006;ELETROPORTATEIS;
012827;MOTOROLA WX295 DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
012828;LG GB 230 DB;;02;0201;0201;CELULAR;CELULAR SMARTPHONE;CELULAR SMARTPHONE;1002;CELULAR;
012829;CAMA BIBOX SOLTEIRO CATALAO MG;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012830;CAMA BIBOX SOLTEIRO CATALAO MF;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012831;CAMA BIBOX SOLTEIRO CATALAO TB BR;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012832;CAMA BIBOX SOLTEIRO CATALAO ROSA;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012833;CAMA CASAL LAMBARI MASTER MG;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012834;CAMA CASAL LAMBARI MASTER MF;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012835;CAMA CASAL LAMBARI MASTER TB BR;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012836;CAMA CASAL LAMBARI MASTER TB MP;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012837;CAMA CASAL PENEDO MF;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012838;CAMA CASAL PENEDO TB BR MP;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012839;CAMA SOLTEIRO LAMBARI MASTER MG;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012840;CAMA SOLTEIRO LAMBARI MASTER MF;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012841;CAMA SOLTEIRO LAMBARI MASTER TB BR;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012842;CAMA SOLTEIRO PENEDO MG;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012843;CAMA SOLTEIRO PENEDO MF;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012844;CAMA SOLTEIRO PENEDO TB BR;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
012845;PRANCHA ELETRICA PA 101 VERMELHO;;03;0304;030404;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE PRANCHA;1006;ELETROPORTATEIS;
012846;PRANCHA ELETRICA PA 101 LILAS;;03;0304;030404;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE PRANCHA;1006;ELETROPORTATEIS;
012847;PRANCHA ELETRICA PA 101 ROSA;;03;0304;030404;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE PRANCHA;1006;ELETROPORTATEIS;
012848;PRANCHA ELETRICA PA 101 LARANJA;;03;0304;030404;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE PRANCHA;1006;ELETROPORTATEIS;
012849;ROUPEIRO 4 PTS.PIUMA KIT PE T T BR  NAO USAR;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;
012850;SECADOR COLORIDO SC 401 VERDE;;03;0304;030406;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE SECADOR DE CABELO;1006;ELETROPORTATEIS;
012851;SECADOR COLORIDO SC 401 ROSA;;03;0304;030406;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE SECADOR DE CABELO;1006;ELETROPORTATEIS;
012852;SECADOR COLORIDO SC 401 ROXO;;03;0304;030406;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE SECADOR DE CABELO;1006;ELETROPORTATEIS;
012853;SECADOR COLORIDO SC 401 PRETO;;03;0304;030406;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE SECADOR DE CABELO;1010;BELEZA E SAUDE;
012854;SECADOR COLORIDO SC 401 BRANCO;;03;0304;030406;ELETRO;ELETRO BELEZA E SAUDE;ELETRO BELEZA E SAUDE SECADOR DE CABELO;1006;ELETROPORTATEIS;
012855;TELEFONE TELEFI KXT 3026 P. BR;;03;0303;030314;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS TELEFONE;1002;CELULAR;
012856;TELEFONE TELEFI KXT 3026 P. PT;;03;0303;030314;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS TELEFONE;1002;CELULAR;
012857;TELEFONE TELEFI KXT 3026X AM;;03;0303;030314;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS TELEFONE;1002;CELULAR;
012858;TELEFONE TELEFI KXT 3026X VI;;03;0303;030314;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS TELEFONE;1002;CELULAR;
012859;TELEFONE TELEFI KXT 3026X RS;;03;0303;030314;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS TELEFONE;1002;CELULAR;
